,engagement_count,bet_intent_count
FIXTURE:ufo:mtch:1ux-0uu,3,3
FIXTURE:ufo:mtch:1ux-0x8,3,3
FIXTURE:ufo:mtch:1ux-0xd,3,3
FIXTURE:ufo:mtch:1ux-0y7,3,3
FIXTURE:ufo:mtch:1ux-0yn,3,3
FIXTURE:ufo:mtch:1ux-12i,3,3
FIXTURE:ufo:mtch:1ux-12p,3,3
FIXTURE:ufo:mtch:1ux-154,3,3
FIXTURE:ufo:mtch:1ux-160,3,3
FIXTURE:ufo:mtch:1ux-16e,3,3
FIXTURE:ufo:mtch:1ux-1ff,3,3
FIXTURE:ufo:mtch:1ux-1ft,3,3
FIXTURE:ufo:mtch:1ux-1p3,3,3
FIXTURE:ufo:mtch:1ux-1po,3,3
FIXTURE:ufo:mtch:1ux-1q9,3,3
FIXTURE:ufo:mtch:1ux-26n,3,3
FIXTURE:ufo:mtch:1ux-26z,3,3
FIXTURE:ufo:mtch:1ux-275,3,3
FIXTURE:ufo:mtch:1ux-2cb,3,3
FIXTURE:ufo:mtch:1ux-2cl,3,3
FIXTURE:ufo:mtch:1ux-2gq,3,3
FIXTURE:ufo:mtch:1ux-2kk,3,3
FIXTURE:ufo:mtch:1ux-2lk,3,3
FIXTURE:ufo:mtch:1ux-2lt,3,3
FIXTURE:ufo:mtch:1uy-024,3,3
FIXTURE:ufo:mtch:1uy-026,3,3
FIXTURE:ufo:mtch:1uy-02i,3,3
FIXTURE:ufo:mtch:1uy-02w,3,3
FIXTURE:ufo:mtch:1uy-031,3,3
FIXTURE:ufo:mtch:1uy-03q,3,3
FIXTURE:ufo:mtch:1uy-043,3,3
FIXTURE:ufo:mtch:1uy-053,3,3
FIXTURE:ufo:mtch:1uy-07x,3,3
FIXTURE:ufo:mtch:1uy-0e2,3,3
FIXTURE:ufo:mtch:1uy-0gx,3,3
FIXTURE:ufo:mtch:1uy-0hc,3,3
FIXTURE:ufo:mtch:1uy-0hf,3,3
FIXTURE:ufo:mtch:1uy-0l3,3,3
FIXTURE:ufo:mtch:1uy-0m9,3,3
FIXTURE:ufo:mtch:1uy-0p7,3,3
FIXTURE:ufo:mtch:1uy-0rs,3,3
FIXTURE:ufo:mtch:1uy-0wc,3,3
FIXTURE:ufo:mtch:1uy-0wo,3,3
FIXTURE:ufo:mtch:1uy-0xv,3,3
FIXTURE:ufo:mtch:1uy-0xx,3,3
FIXTURE:ufo:mtch:1uy-0zd,3,3
FIXTURE:ufo:mtch:1uy-0zw,3,3
FIXTURE:ufo:mtch:1uy-0zz,3,3
FIXTURE:ufo:mtch:1uy-103,3,3
FIXTURE:ufo:mtch:1uy-135,3,3
FIXTURE:ufo:mtch:1uy-139,3,3
FIXTURE:ufo:mtch:1uy-14s,3,3
FIXTURE:ufo:mtch:1uy-1fj,3,3
FIXTURE:ufo:mtch:1uy-1g4,3,3
FIXTURE:ufo:mtch:1uy-1gq,3,3
FIXTURE:ufo:mtch:1uy-1gu,3,3
FIXTURE:ufo:mtch:1uy-1jq,3,3
FIXTURE:ufo:mtch:1uy-1kg,3,3
FIXTURE:ufo:mtch:1uy-1kj,3,3
FIXTURE:ufo:mtch:1uy-1lz,3,3
FIXTURE:ufo:mtch:1uy-1mt,3,3
FIXTURE:ufo:mtch:1uy-1oy,3,3
FIXTURE:ufo:mtch:1uy-1pi,3,3
FIXTURE:ufo:mtch:1uy-1pz,3,3
FIXTURE:ufo:mtch:1uy-1q1,3,3
FIXTURE:ufo:mtch:1uy-1q4,3,3
FIXTURE:ufo:mtch:1uy-1qd,3,3
FIXTURE:ufo:mtch:1uy-1s7,3,3
FIXTURE:ufo:mtch:1uy-1sh,3,3
FIXTURE:ufo:mtch:1uy-1tv,3,3
FIXTURE:ufo:mtch:1uy-1wo,3,3
FIXTURE:ufo:mtch:1uy-1xo,3,3
FIXTURE:ufo:mtch:1uy-26u,3,3
FIXTURE:ufo:mtch:1uy-270,3,3
FIXTURE:ufo:mtch:1uy-28v,3,3
FIXTURE:ufo:mtch:1uy-291,3,3
FIXTURE:ufo:mtch:1uy-2bq,3,3
FIXTURE:ufo:mtch:1uy-2da,3,3
FIXTURE:ufo:mtch:1uy-2fl,3,3
FIXTURE:ufo:mtch:1uy-2fs,3,3
FIXTURE:ufo:mtch:1uy-2ib,3,3
FIXTURE:ufo:mtch:1uy-2kr,3,3
FIXTURE:ufo:mtch:1uy-2la,3,3
FIXTURE:ufo:mtch:1uy-2q3,3,3
FIXTURE:ufo:mtch:1uy-2ue,3,3
FIXTURE:ufo:mtch:1uz-012,3,3
FIXTURE:ufo:mtch:1uz-03j,3,3
FIXTURE:ufo:mtch:1uz-03x,3,3
FIXTURE:ufo:mtch:1uz-03y,3,3
FIXTURE:ufo:mtch:1uz-04x,3,3
FIXTURE:ufo:mtch:1uz-05h,3,3
FIXTURE:ufo:mtch:1uz-05z,3,3
FIXTURE:ufo:mtch:1uz-06z,3,3
FIXTURE:ufo:mtch:1uz-08t,3,3
FIXTURE:ufo:mtch:1uz-0ae,3,3
FIXTURE:ufo:mtch:1uz-0aq,3,3
FIXTURE:ufo:mtch:1uz-0bj,3,3
FIXTURE:ufo:mtch:1uz-0eh,3,3
FIXTURE:ufo:mtch:1uz-0el,3,3
FIXTURE:ufo:mtch:1uz-0fk,3,3
FIXTURE:ufo:mtch:1uz-0fy,3,3
FIXTURE:ufo:mtch:1uz-0hf,3,3
FIXTURE:ufo:mtch:1uz-0jl,3,3
FIXTURE:ufo:mtch:1uz-0js,3,3
FIXTURE:ufo:mtch:1uz-0lu,3,3
FIXTURE:ufo:mtch:1uz-0mr,3,3
FIXTURE:ufo:mtch:1uz-0oe,3,3
FIXTURE:ufo:mtch:1uz-0r6,3,3
FIXTURE:ufo:mtch:1uz-0ug,3,3
FIXTURE:ufo:mtch:1uz-0x2,3,3
FIXTURE:ufo:mtch:1uz-101,3,3
FIXTURE:ufo:mtch:1uz-1gz,3,3
FIXTURE:ufo:mtch:1uz-1s8,3,3
FIXTURE:ufo:mtch:1uz-1wg,3,3
FIXTURE:ufo:mtch:1uz-1ww,3,3
FIXTURE:ufo:mtch:1uz-1x5,3,3
FIXTURE:ufo:mtch:1uz-1xb,3,3
FIXTURE:ufo:mtch:1uz-1xl,3,3
FIXTURE:ufo:mtch:1uz-1y2,3,3
FIXTURE:ufo:mtch:1uz-1yw,3,3
FIXTURE:ufo:mtch:1uz-1zr,3,3
FIXTURE:ufo:mtch:1uz-20c,3,3
FIXTURE:ufo:mtch:1uz-214,3,3
FIXTURE:ufo:mtch:1uz-21d,3,3
FIXTURE:ufo:mtch:1uz-21i,3,3
FIXTURE:ufo:mtch:1uz-21o,3,3
FIXTURE:ufo:mtch:1uz-22e,3,3
FIXTURE:ufo:mtch:1uz-244,3,3
FIXTURE:ufo:mtch:1uz-249,3,3
FIXTURE:ufo:mtch:1uz-24q,3,3
FIXTURE:ufo:mtch:1uz-24r,3,3
FIXTURE:ufo:mtch:1uz-25j,3,3
FIXTURE:ufo:mtch:1uz-28e,3,3
FIXTURE:ufo:mtch:1uz-28u,3,3
FIXTURE:ufo:mtch:1uz-297,3,3
FIXTURE:ufo:mtch:1uz-2ad,3,3
FIXTURE:ufo:mtch:1uz-2ai,3,3
FIXTURE:ufo:mtch:1uz-2ay,3,3
FIXTURE:ufo:mtch:1uz-2by,3,3
FIXTURE:ufo:mtch:1uz-2c0,3,3
FIXTURE:ufo:mtch:1uz-2cu,3,3
FIXTURE:ufo:mtch:1uz-2cv,3,3
FIXTURE:ufo:mtch:1uz-2dl,3,3
FIXTURE:ufo:mtch:1uz-2es,3,3
FIXTURE:ufo:mtch:1uz-2eu,3,3
FIXTURE:ufo:mtch:1uz-2fh,3,3
FIXTURE:ufo:mtch:1uz-2gu,3,3
FIXTURE:ufo:mtch:1uz-2ha,3,3
FIXTURE:ufo:mtch:1uz-2id,3,3
FIXTURE:ufo:mtch:1uz-2ip,3,3
FIXTURE:ufo:mtch:1uz-2iv,3,3
FIXTURE:ufo:mtch:1uz-2iy,3,3
FIXTURE:ufo:mtch:1uz-2mj,3,3
FIXTURE:ufo:mtch:1uz-2vs,3,3
FIXTURE:ufo:mtch:1uz-2w7,3,3
FIXTURE:ufo:mtch:1uz-2x2,3,3
FIXTURE:ufo:mtch:1uz-2xu,3,3
FIXTURE:ufo:mtch:1uz-318,3,3
FIXTURE:ufo:mtch:1uz-31r,3,3
FIXTURE:ufo:mtch:1uz-32g,3,3
FIXTURE:ufo:mtch:1uz-330,3,3
FIXTURE:ufo:mtch:1uz-33o,3,3
FIXTURE:ufo:mtch:1uz-33r,3,3
FIXTURE:ufo:mtch:1uz-366,3,3
FIXTURE:ufo:mtch:1uz-39p,3,3
FIXTURE:ufo:mtch:1uz-3bu,3,3
FIXTURE:ufo:mtch:1uz-3gs,3,3
FIXTURE:ufo:mtch:1uz-3kb,3,3
FIXTURE:ufo:mtch:1uz-3l8,3,3
FIXTURE:ufo:mtch:1v0-00e,3,3
FIXTURE:ufo:mtch:1v0-02v,3,3
FIXTURE:ufo:mtch:1v0-040,3,3
FIXTURE:ufo:mtch:1v0-0ag,3,3
FIXTURE:ufo:mtch:1v0-0ds,3,3
FIXTURE:ufo:mtch:1v0-0i1,3,3
FIXTURE:ufo:mtch:1v0-0i5,3,3
FIXTURE:ufo:mtch:1v0-0i9,3,3
FIXTURE:ufo:mtch:1v0-0lv,3,3
FIXTURE:ufo:mtch:1v0-0q9,3,3
FIXTURE:ufo:mtch:1v0-0uk,3,3
FIXTURE:ufo:mtch:1v0-0xk,3,3
FIXTURE:ufo:mtch:1v0-16j,3,3
FIXTURE:ufo:mtch:1v0-16k,3,3
FIXTURE:ufo:mtch:1v0-17x,3,3
FIXTURE:ufo:mtch:1v0-18i,3,3
FIXTURE:ufo:mtch:1v0-197,3,3
FIXTURE:ufo:mtch:1v0-19f,3,3
FIXTURE:ufo:mtch:1v0-19x,3,3
FIXTURE:ufo:mtch:1v0-1bl,3,3
FIXTURE:ufo:mtch:1v0-1c0,3,3
FIXTURE:ufo:mtch:1v0-1c3,3,3
FIXTURE:ufo:mtch:1v0-1cl,3,3
FIXTURE:ufo:mtch:1v0-1d1,3,3
FIXTURE:ufo:mtch:1v0-1gx,3,3
FIXTURE:ufo:mtch:1v0-1j1,3,3
FIXTURE:ufo:mtch:1v0-1l7,3,3
FIXTURE:ufo:mtch:1v0-1lz,3,3
FIXTURE:ufo:mtch:1v0-1n1,3,3
FIXTURE:ufo:mtch:1v0-1or,3,3
FIXTURE:ufo:mtch:1v0-1po,3,3
FIXTURE:ufo:mtch:1v0-1pp,3,3
FIXTURE:ufo:mtch:1v0-1ps,3,3
FIXTURE:ufo:mtch:1v0-1q6,3,3
FIXTURE:ufo:mtch:1v0-1x8,3,3
FIXTURE:ufo:mtch:1v0-1xe,3,3
FIXTURE:ufo:mtch:1v0-225,3,3
FIXTURE:ufo:mtch:1v0-227,3,3
FIXTURE:ufo:mtch:1v0-22b,3,3
FIXTURE:ufo:mtch:1v0-2bq,3,3
FIXTURE:ufo:mtch:1v0-2bs,3,3
FIXTURE:ufo:mtch:1v0-2er,3,3
FIXTURE:ufo:mtch:1v0-2es,3,3
FIXTURE:ufo:mtch:1v0-2qu,3,3
FIXTURE:ufo:mtch:1v0-2wb,3,3
FIXTURE:ufo:mtch:1v1-02o,3,3
FIXTURE:ufo:mtch:1v1-07e,3,3
FIXTURE:ufo:mtch:1v1-08z,3,3
FIXTURE:ufo:mtch:1v1-0gs,3,3
FIXTURE:ufo:mtch:1v1-0he,3,3
FIXTURE:ufo:mtch:1v1-0ii,3,3
FIXTURE:ufo:mtch:1v1-0mh,3,3
FIXTURE:ufo:mtch:1v1-0u7,3,3
FIXTURE:ufo:mtch:1v1-0us,3,3
FIXTURE:ufo:mtch:1v1-0wd,3,3
FIXTURE:ufo:mtch:1v1-0wh,3,3
FIXTURE:ufo:mtch:1v1-0yk,3,3
FIXTURE:ufo:mtch:1v1-0ym,3,3
FIXTURE:ufo:mtch:1v1-0zd,3,3
FIXTURE:ufo:mtch:1v1-0zt,3,3
FIXTURE:ufo:mtch:1v1-0zu,3,3
FIXTURE:ufo:mtch:1v1-0zv,3,3
FIXTURE:ufo:mtch:1v1-107,3,3
FIXTURE:ufo:mtch:1v1-110,3,3
FIXTURE:ufo:mtch:1v1-12m,3,3
FIXTURE:ufo:mtch:1v1-132,3,3
FIXTURE:ufo:mtch:1v1-13i,3,3
FIXTURE:ufo:mtch:1v1-14y,3,3
FIXTURE:ufo:mtch:1v1-16e,3,3
FIXTURE:ufo:mtch:1v1-1bh,3,3
FIXTURE:ufo:mtch:1v1-1bk,3,3
FIXTURE:ufo:mtch:1v1-1bl,3,3
FIXTURE:ufo:mtch:1v1-1bx,3,3
FIXTURE:ufo:mtch:1v1-1cp,3,3
FIXTURE:ufo:mtch:1v1-1ed,3,3
FIXTURE:ufo:mtch:1v1-1ej,3,3
FIXTURE:ufo:mtch:1v1-1ek,3,3
FIXTURE:ufo:mtch:1v1-1ge,3,3
FIXTURE:ufo:mtch:1v1-1gh,3,3
FIXTURE:ufo:mtch:1v1-1gv,3,3
FIXTURE:ufo:mtch:1v1-1hd,3,3
FIXTURE:ufo:mtch:1v1-1hg,3,3
FIXTURE:ufo:mtch:1v1-1hu,3,3
FIXTURE:ufo:mtch:1v1-1if,3,3
FIXTURE:ufo:mtch:1v1-1it,3,3
FIXTURE:ufo:mtch:1v1-1jf,3,3
FIXTURE:ufo:mtch:1v1-1ks,3,3
FIXTURE:ufo:mtch:1v1-1lf,3,3
FIXTURE:ufo:mtch:1v1-1q2,3,3
FIXTURE:ufo:mtch:1v1-1vh,3,3
FIXTURE:ufo:mtch:1v1-1vl,3,3
FIXTURE:ufo:mtch:1v1-1vv,3,3
FIXTURE:ufo:mtch:1v1-1vx,3,3
FIXTURE:ufo:mtch:1v1-1wd,3,3
FIXTURE:ufo:mtch:1v1-1wk,3,3
FIXTURE:ufo:mtch:1v1-1x1,3,3
FIXTURE:ufo:mtch:1v1-1xc,3,3
FIXTURE:ufo:mtch:1v1-21w,3,3
FIXTURE:ufo:mtch:1v1-222,3,3
FIXTURE:ufo:mtch:1v1-22f,3,3
FIXTURE:ufo:mtch:1v1-22o,3,3
FIXTURE:ufo:mtch:1v1-25o,3,3
FIXTURE:ufo:mtch:1v1-27k,3,3
FIXTURE:ufo:mtch:1v1-2ar,3,3
FIXTURE:ufo:mtch:1v1-2c3,3,3
FIXTURE:ufo:mtch:1v1-2dr,3,3
FIXTURE:ufo:mtch:1v1-2dv,3,3
FIXTURE:ufo:mtch:1v1-2e5,3,3
FIXTURE:ufo:mtch:1v1-2ee,3,3
FIXTURE:ufo:mtch:1v2-00n,3,3
FIXTURE:ufo:mtch:1v2-00r,3,3
FIXTURE:ufo:mtch:1v2-01v,3,3
FIXTURE:ufo:mtch:1v2-033,3,3
FIXTURE:ufo:mtch:1v2-052,3,3
FIXTURE:ufo:mtch:1v2-08n,3,3
FIXTURE:ufo:mtch:1v2-09b,3,3
FIXTURE:ufo:mtch:1v2-0fc,3,3
FIXTURE:ufo:mtch:1v2-0fe,3,3
FIXTURE:ufo:mtch:1v2-0gw,3,3
FIXTURE:ufo:mtch:1v2-0h0,3,3
FIXTURE:ufo:mtch:1v2-0h2,3,3
FIXTURE:ufo:mtch:1v2-0h4,3,3
FIXTURE:ufo:mtch:1v2-0hu,3,3
FIXTURE:ufo:mtch:1v2-0km,3,3
FIXTURE:ufo:mtch:1v2-0ko,3,3
FIXTURE:ufo:mtch:1v2-0t4,3,3
FIXTURE:ufo:mtch:1v2-0t8,3,3
FIXTURE:ufo:mtch:1v2-0z8,3,3
FIXTURE:ufo:mtch:1v2-0zq,3,3
FIXTURE:ufo:mtch:1v2-0zw,3,3
FIXTURE:ufo:mtch:1v2-11a,3,3
FIXTURE:ufo:mtch:1v2-11j,3,3
FIXTURE:ufo:mtch:1v2-11u,3,3
FIXTURE:ufo:mtch:1v2-123,3,3
FIXTURE:ufo:mtch:1v2-13b,3,3
FIXTURE:ufo:mtch:1v2-13f,3,3
FIXTURE:ufo:mtch:1v2-13k,3,3
FIXTURE:ufo:mtch:1v2-13w,3,3
FIXTURE:ufo:mtch:1v2-142,3,3
FIXTURE:ufo:mtch:1v2-148,3,3
FIXTURE:ufo:mtch:1v2-14b,3,3
FIXTURE:ufo:mtch:1v2-14i,3,3
FIXTURE:ufo:mtch:1v2-15s,3,3
FIXTURE:ufo:mtch:1v2-15v,3,3
FIXTURE:ufo:mtch:1v2-16y,3,3
FIXTURE:ufo:mtch:1v2-187,3,3
FIXTURE:ufo:mtch:1v2-19p,3,3
FIXTURE:ufo:mtch:1v2-1a2,3,3
FIXTURE:ufo:mtch:1v2-1au,3,3
FIXTURE:ufo:mtch:1v2-1az,3,3
FIXTURE:ufo:mtch:1v2-1bb,3,3
FIXTURE:ufo:mtch:1v2-1bv,3,3
FIXTURE:ufo:mtch:1v2-1di,3,3
FIXTURE:ufo:mtch:1v2-1dt,3,3
FIXTURE:ufo:mtch:1v2-1e4,3,3
FIXTURE:ufo:mtch:1v2-1e7,3,3
FIXTURE:ufo:mtch:1v2-1ei,3,3
FIXTURE:ufo:mtch:1v2-1ew,3,3
FIXTURE:ufo:mtch:1v2-1ff,3,3
FIXTURE:ufo:mtch:1v2-1fw,3,3
FIXTURE:ufo:mtch:1v2-1qb,3,3
FIXTURE:ufo:mtch:1v2-1qx,3,3
FIXTURE:ufo:mtch:1v2-1z4,3,3
FIXTURE:ufo:mtch:1v2-24k,3,3
FIXTURE:ufo:mtch:1v2-24p,3,3
FIXTURE:ufo:mtch:1v2-24t,3,3
FIXTURE:ufo:mtch:1v2-258,3,3
FIXTURE:ufo:mtch:1v2-27v,3,3
FIXTURE:ufo:mtch:1v2-284,3,3
FIXTURE:ufo:mtch:1v2-287,3,3
FIXTURE:ufo:mtch:1v2-2b5,3,3
FIXTURE:ufo:mtch:1v2-2cd,3,3
FIXTURE:ufo:mtch:1v2-2di,3,3
FIXTURE:ufo:mtch:1v2-2dt,3,3
FIXTURE:ufo:mtch:1v2-2f5,3,3
FIXTURE:ufo:mtch:1v2-2fe,3,3
FIXTURE:ufo:mtch:1v2-2gs,3,3
FIXTURE:ufo:mtch:1v2-2gu,3,3
FIXTURE:ufo:mtch:1v2-2hw,3,3
FIXTURE:ufo:mtch:1v2-2rl,3,3
FIXTURE:ufo:mtch:1v2-2up,3,3
FIXTURE:ufo:mtch:1v2-2us,3,3
FIXTURE:ufo:mtch:1v2-2va,3,3
FIXTURE:ufo:mtch:1v3-01h,3,3
FIXTURE:ufo:mtch:1v3-01s,3,3
FIXTURE:ufo:mtch:1v3-02u,3,3
FIXTURE:ufo:mtch:1v3-04g,3,3
FIXTURE:ufo:mtch:1v3-05h,3,3
FIXTURE:ufo:mtch:1v3-06j,3,3
FIXTURE:ufo:mtch:1v3-06x,3,3
FIXTURE:ufo:mtch:1v3-097,3,3
FIXTURE:ufo:mtch:1v3-09g,3,3
FIXTURE:ufo:mtch:1v3-0aq,3,3
FIXTURE:ufo:mtch:1v3-0d6,3,3
FIXTURE:ufo:mtch:1v3-0f5,3,3
FIXTURE:ufo:mtch:1v3-0o8,3,3
FIXTURE:ufo:mtch:1v3-0xg,3,3
FIXTURE:ufo:mtch:1v3-11w,3,3
FIXTURE:ufo:mtch:1v3-11x,3,3
FIXTURE:ufo:mtch:1v3-1cf,3,3
FIXTURE:ufo:mtch:1v3-1do,3,3
FIXTURE:ufo:mtch:1v3-1ib,3,3
FIXTURE:ufo:mtch:1v3-1ll,3,3
FIXTURE:ufo:mtch:1v3-1ls,3,3
FIXTURE:ufo:mtch:1v3-1lt,3,3
FIXTURE:ufo:mtch:1v3-1lx,3,3
FIXTURE:ufo:mtch:1v3-1mo,3,3
FIXTURE:ufo:mtch:1v3-1mu,3,3
FIXTURE:ufo:mtch:1v3-1mz,3,3
FIXTURE:ufo:mtch:1v3-1nd,3,3
FIXTURE:ufo:mtch:1v3-1nj,3,3
FIXTURE:ufo:mtch:1v3-1nw,3,3
FIXTURE:ufo:mtch:1v3-1ow,3,3
FIXTURE:ufo:mtch:1v3-1p0,3,3
FIXTURE:ufo:mtch:1v3-1pc,3,3
FIXTURE:ufo:mtch:1v3-1sw,3,3
FIXTURE:ufo:mtch:1v3-1ti,3,3
FIXTURE:ufo:mtch:1v3-1uf,3,3
FIXTURE:ufo:mtch:1v3-26l,3,3
FIXTURE:ufo:mtch:1v3-275,3,3
FIXTURE:ufo:mtch:1v3-27x,3,3
FIXTURE:ufo:mtch:1v3-288,3,3
FIXTURE:ufo:mtch:1v3-29b,3,3
FIXTURE:ufo:mtch:1v3-2iv,3,3
FIXTURE:ufo:mtch:1v3-2q5,3,3
FIXTURE:ufo:mtch:1v3-2wc,3,3
FIXTURE:ufo:mtch:1v4-002,3,3
FIXTURE:ufo:mtch:1v4-035,3,3
FIXTURE:ufo:mtch:1v4-055,3,3
FIXTURE:ufo:mtch:1v4-05o,3,3
FIXTURE:ufo:mtch:1v4-063,3,3
FIXTURE:ufo:mtch:1v4-073,3,3
FIXTURE:ufo:mtch:1v4-0bi,3,3
FIXTURE:ufo:mtch:1v4-0bj,3,3
FIXTURE:ufo:mtch:1v4-0j1,3,3
FIXTURE:ufo:mtch:1v4-0ny,3,3
FIXTURE:ufo:mtch:1v4-0on,3,3
FIXTURE:ufo:mtch:1v4-0st,3,3
FIXTURE:ufo:mtch:1v4-0v8,3,3
FIXTURE:ufo:mtch:1v4-0x2,3,3
FIXTURE:ufo:mtch:1v4-0xd,3,3
FIXTURE:ufo:mtch:1v4-0y6,3,3
FIXTURE:ufo:mtch:1v4-0ya,3,3
FIXTURE:ufo:mtch:1v4-0ym,3,3
FIXTURE:ufo:mtch:1v4-13t,3,3
FIXTURE:ufo:mtch:1v4-152,3,3
FIXTURE:ufo:mtch:1v4-1cx,3,3
FIXTURE:ufo:mtch:1v4-1dp,3,3
FIXTURE:ufo:mtch:1v4-1dr,3,3
FIXTURE:ufo:mtch:1v4-1dz,3,3
FIXTURE:ufo:mtch:1v4-1f0,3,3
FIXTURE:ufo:mtch:1v4-1f6,3,3
FIXTURE:ufo:mtch:1v4-1hb,3,3
FIXTURE:ufo:mtch:1v4-1kr,3,3
FIXTURE:ufo:mtch:1v4-1u7,3,3
FIXTURE:ufo:mtch:1v4-1wd,3,3
FIXTURE:ufo:mtch:1v4-217,3,3
FIXTURE:ufo:mtch:1v4-21b,3,3
FIXTURE:ufo:mtch:1v4-221,3,3
FIXTURE:ufo:mtch:1v4-223,3,3
FIXTURE:ufo:mtch:1v4-22o,3,3
FIXTURE:ufo:mtch:1v4-24q,3,3
FIXTURE:ufo:mtch:1v4-2fv,3,3
FIXTURE:ufo:mtch:1v4-2h6,3,3
FIXTURE:ufo:mtch:1v4-2kl,3,3
FIXTURE:ufo:mtch:1v5-00h,3,3
FIXTURE:ufo:mtch:1v5-00q,3,3
FIXTURE:ufo:mtch:1v5-014,3,3
FIXTURE:ufo:mtch:1v5-01k,3,3
FIXTURE:ufo:mtch:1v5-037,3,3
FIXTURE:ufo:mtch:1v5-06r,3,3
FIXTURE:ufo:mtch:1v5-070,3,3
FIXTURE:ufo:mtch:1v5-076,3,3
FIXTURE:ufo:mtch:1v5-09k,3,3
FIXTURE:ufo:mtch:1v5-09l,3,3
FIXTURE:ufo:mtch:1v5-0ai,3,3
FIXTURE:ufo:mtch:1v5-0b4,3,3
FIXTURE:ufo:mtch:1v5-0c4,3,3
FIXTURE:ufo:mtch:1v5-0cu,3,3
FIXTURE:ufo:mtch:1v5-0k7,3,3
FIXTURE:ufo:mtch:1v5-0ka,3,3
FIXTURE:ufo:mtch:1v5-0lr,3,3
FIXTURE:ufo:mtch:1v5-0ql,3,3
FIXTURE:ufo:mtch:1v5-0rx,3,3
FIXTURE:ufo:mtch:1v5-0xo,3,3
FIXTURE:ufo:mtch:1v5-0xz,3,3
FIXTURE:ufo:mtch:1v5-0y9,3,3
FIXTURE:ufo:mtch:1v5-0yh,3,3
FIXTURE:ufo:mtch:1v5-0yu,3,3
FIXTURE:ufo:mtch:1v5-0ze,3,3
FIXTURE:ufo:mtch:1v5-103,3,3
FIXTURE:ufo:mtch:1v5-10c,3,3
FIXTURE:ufo:mtch:1v5-10t,3,3
FIXTURE:ufo:mtch:1v5-10w,3,3
FIXTURE:ufo:mtch:1v5-10y,3,3
FIXTURE:ufo:mtch:1v5-114,3,3
FIXTURE:ufo:mtch:1v5-1cn,3,3
FIXTURE:ufo:mtch:1v5-1cq,3,3
FIXTURE:ufo:mtch:1v5-1dj,3,3
FIXTURE:ufo:mtch:1v5-1m0,3,3
FIXTURE:ufo:mtch:1v5-1qn,3,3
FIXTURE:ufo:mtch:1v5-1r0,3,3
FIXTURE:ufo:mtch:1v5-1rv,3,3
FIXTURE:ufo:mtch:1v5-1sy,3,3
FIXTURE:ufo:mtch:1v5-1ta,3,3
FIXTURE:ufo:mtch:1v5-1td,3,3
FIXTURE:ufo:mtch:1v5-1u0,3,3
FIXTURE:ufo:mtch:1v5-1u6,3,3
FIXTURE:ufo:mtch:1v5-1uw,3,3
FIXTURE:ufo:mtch:1v5-1v7,3,3
FIXTURE:ufo:mtch:1v5-20n,3,3
FIXTURE:ufo:mtch:1v5-222,3,3
FIXTURE:ufo:mtch:1v5-22z,3,3
FIXTURE:ufo:mtch:1v5-28h,3,3
FIXTURE:ufo:mtch:1v5-28n,3,3
FIXTURE:ufo:mtch:1v5-2a3,3,3
FIXTURE:ufo:mtch:1v5-2as,3,3
FIXTURE:ufo:mtch:1v5-2f6,3,3
FIXTURE:ufo:mtch:1v5-2iq,3,3
FIXTURE:ufo:mtch:1v6-00w,3,3
FIXTURE:ufo:mtch:1v6-016,3,3
FIXTURE:ufo:mtch:1v6-021,3,3
FIXTURE:ufo:mtch:1v6-025,3,3
FIXTURE:ufo:mtch:1v6-02p,3,3
FIXTURE:ufo:mtch:1v6-053,3,3
FIXTURE:ufo:mtch:1v6-06o,3,3
FIXTURE:ufo:mtch:1v6-06p,3,3
FIXTURE:ufo:mtch:1v6-0am,3,3
FIXTURE:ufo:mtch:1v6-0ao,3,3
FIXTURE:ufo:mtch:1v6-0bp,3,3
FIXTURE:ufo:mtch:1v6-0dr,3,3
FIXTURE:ufo:mtch:1v6-0dv,3,3
FIXTURE:ufo:mtch:1v6-0ey,3,3
FIXTURE:ufo:mtch:1v6-0h2,3,3
FIXTURE:ufo:mtch:1v6-0h7,3,3
FIXTURE:ufo:mtch:1v6-0hg,3,3
FIXTURE:ufo:mtch:1v6-0ic,3,3
FIXTURE:ufo:mtch:1v6-0jy,3,3
FIXTURE:ufo:mtch:1v6-0k7,3,3
FIXTURE:ufo:mtch:1v6-0m8,3,3
FIXTURE:ufo:mtch:1v6-0m9,3,3
FIXTURE:ufo:mtch:1v6-0mh,3,3
FIXTURE:ufo:mtch:1v6-0mr,3,3
FIXTURE:ufo:mtch:1v6-0ny,3,3
FIXTURE:ufo:mtch:1v6-0ob,3,3
FIXTURE:ufo:mtch:1v6-0ps,3,3
FIXTURE:ufo:mtch:1v6-0si,3,3
FIXTURE:ufo:mtch:1v6-0vt,3,3
FIXTURE:ufo:mtch:1v6-0yd,3,3
FIXTURE:ufo:mtch:1v6-11a,3,3
FIXTURE:ufo:mtch:1v6-11b,3,3
FIXTURE:ufo:mtch:1v6-137,3,3
FIXTURE:ufo:mtch:1v6-1k9,3,3
FIXTURE:ufo:mtch:1v6-1lr,3,3
FIXTURE:ufo:mtch:1v6-1lu,3,3
FIXTURE:ufo:mtch:1v6-1m2,3,3
FIXTURE:ufo:mtch:1v6-1ma,3,3
FIXTURE:ufo:mtch:1v6-1mu,3,3
FIXTURE:ufo:mtch:1v6-1np,3,3
